comment_text,business,sports,weather,national,international,government
Williamson Guptill record stand helps NZ to level seri,0,0,0,1,1,0
Uncapped Bumrah to replace Shami in India T20 squad,0,0,0,1,1,0
World tennis has been ripe for match fixing,0,1,0,0,0,0
Britains Konta downs Venus in Australian Open u,0,0,0,1,0,0
Amir Khan to take on Garcia Guerrero fight winner,0,0,1,0,0,0
Australia off spinner Hauritz announces retir,0,0,0,1,1,0
Sublime Verdasco sends Nadal to early Melbourne exi,0,0,0,0,0,0
FIFAs Blatter is still being paid his salary despite b,0,0,0,1,0,0
Bouchard suffers at hands of Radwanska after early promi,0,0,0,1,1,0
Zimbabwe upset Bangladesh to stay in T20 seri,0,0,0,1,1,0
Pakistan thrashes arch rival India in T20 Blind Asia Cu,0,0,0,1,1,0
Waller Sibanda guide Zimbabwe to 187 6,0,0,0,0,0,0
Zimbabwe opt to bat in third Bangladesh T20,0,0,0,0,0,0
Australia win run fest after India meltd,0,0,0,1,1,0
Finch Warner power Australia to 348 against Indi,0,0,0,1,1,0
Pakistan tames Sri Lanka to qualify for Asia Cup fi,0,0,0,1,1,0
Pakistan to face New Zealand in final T20 Friday,0,0,0,0,0,0
Radwanska plays through the pain to reach last 16 at Australian O,0,0,0,0,0,0
Amla and Cook lead South Africa to 329 5,0,0,0,1,1,0
Stylish Amla leads strong start for South Afri,0,0,0,0,0,0
Debutant Cook shines as South Africa reach 107 1 at lu,0,0,0,0,0,0
Masakadza Madziva help Zimbabwe level seri,0,0,0,0,0,0
Green shirts Kiwis observe one minute silence for university martyr,0,0,0,0,0,0
Pakistan win toss opt to field in T20 series decider,0,0,0,0,0,0
Konta stuns Allertova to march into last 16 at Australian O,0,0,0,0,0,0
Pandeys ton helps India avoid whi,0,0,0,0,0,0
Warner Marsh tons lift Australia to 330 7,0,0,0,1,1,0
Hales falls cheaply in Englands reply,0,0,0,0,0,0
De Kock takes South Africa to 421 8 at lu,0,0,0,0,0,0
Windies Chanderpaul retires from internati,0,0,0,1,1,0
Rabada grabs six as England falter,0,0,0,1,1,0
India beat Pakistan to clinch Asia Cup T20 Cricket of the Blind ti,0,0,0,1,1,0
Radwanska escapes after Friedsam suffers injury,0,0,0,0,0,0
Rabada rips through England to hand advantage to Pr,0,0,0,0,0,0
Rabada at the double as South Africa scent victory,0,0,0,0,0,0
Keys falls to Zhang Shuai at Australian O,0,0,0,0,0,0
Raonic shocks Wawrinka to reach Australian Open quarter,0,0,0,1,1,0
Murray downs Tomic to reach Melbourne quarter fi,0,0,0,0,0,0
Amla Bavuma put South Africa in driving ,0,0,0,0,0,0
Injured Amla stands firm as South Africa build lead,0,0,0,0,0,0
Kiwis set 281 runs target for Pakistan in first ODI,0,0,0,1,1,0
Pakistan wins toss invite New Zealand to bat in firs ODI,0,0,0,0,0,0
Shahid Afridi unhappy with teams perfor,0,0,0,0,0,0
Australian Open Sania Mirzas pair defeats Asiams in mixed doub,0,0,0,0,0,0
Federer through to semis with efficient win over Berdy,0,0,0,0,0,0
Serena beats Sharapova to reach semi fi,0,1,0,0,0,0
NZ Cricket apologises to Amir for a tau,0,0,0,1,1,0
Konta reaches Australian Open semis for first ti,0,0,0,0,0,0
Djokovic puts down Federer fightback to reach fi,0,0,0,0,0,0
Serena demolishes Radwanska to make final in Australi,0,0,0,0,0,0
Pakistan Kiwis 2nd ODI washed out in Napier,0,0,0,1,1,0
Tortured Murray outlasts Raonic to reach Melbourne fi,0,0,0,0,0,0
De Villiers appointed South Africa Test captai,0,0,0,1,1,0
Rohit Kohli power India to series win in Melbour,0,0,0,1,1,0
India sent into bat by Australia in 2nd T20I,0,0,0,0,0,0
Sania Mirza Hingis win Australian Open doubles ti,0,0,0,0,0,0
Pakistan beat Canada in Under 19 World Cu,0,0,0,0,0,0
Watson to lead Australia for final India T20,0,0,0,1,1,0
Banned Narine included in Windies squad for World T20,0,0,0,1,1,0
Kerber stuns Williams to win Australian Open ti,0,0,0,0,0,0
Nearly 1 mn in FIFA funds missing in Gu,0,0,0,0,0,0
India clinch thriller to complete sweep over Australi,0,0,0,0,0,0
Kiwis beat Pakistan to bag series 2 0,0,0,0,1,1,0
Pakistan Cricket Board Considering Central Contract For Mohammad Amir,0,0,0,1,1,0
Djokovic thrashes Murray for sixth Aussie Open ti,0,0,0,0,0,0
South Africa call Wiese into ODI squad as Morkel drops ou,0,0,0,1,1,0
New Zealand prime triple spin threat for World T20,0,0,0,0,0,0
Bangladesh beat Namibia in U 19 World Cu,0,0,0,1,1,0
Blackwell Perry power huge Australia wi,0,0,0,0,0,0
Messi will not play at Rio Olympics says Argentina ,0,0,0,1,1,0
PSL Shooting Star Trophy unveiled,0,0,0,0,0,0
Pakistan beat Sri Lanka to finish top of Group B,0,0,0,0,0,0
Henry Guptill superb as NZ thrash Australia by 159 ru,0,0,0,1,1,0
Quetta Gladiators Win Toss invite Islamabad United to bat in First PSL ,0,0,0,1,1,0
PSL inaugurated amid fireworks music extravaganza in Dubai,0,0,0,1,1,0
ICC decides to revoke special status of Big Thr,0,0,0,1,1,0
APS students leave for Dubai to attend PSL inaugurati,0,0,0,1,1,0
Australia bans womens cricketer for betting on ,0,0,0,1,1,0
United set 146 to beat Zalmi in PSLs third ,0,0,0,1,1,0
Karachi Kings record easy 7 wkt win over Lahore Qalandar,0,0,0,0,0,0
Kings Amir hat trick restrict Qalandars to 125 8 in PSL,0,0,0,0,0,0
Australia recall Khawaja in bid to save seri,0,0,0,1,1,0
Wright steers Quetta to easy win against Islamabad in PSL opener,0,0,0,1,1,0
PSL Gladiators hammer Karachi Kings by 8 wi,0,0,0,0,0,0
Australias Watson joins IPLs Bangalore for 14 milli,0,0,0,0,0,0
Marsh guides Australia to series levelling win in NZ,0,0,0,1,1,0
New Zealand set 282 for Australia in second ODI,0,0,0,1,1,0
New Zealand bat against Australia in second ODI,0,0,1,0,0,0
Asghar Wahab help Peshawar beat Islamabad,0,0,0,0,0,0
Sammy steers Peshawar to 136 7 against Qu,0,0,0,1,1,0
South Asian Games Pakistan earn wins in squ,0,0,0,0,0,0
Islamabad United record thrilling 2 run win over Karachi King,0,0,0,1,1,0
Lianna wins first Gold for Pakistan in South Asian G,0,0,0,0,0,0
Karachi restrict Islamabad to 132 8,0,0,0,1,1,0
Karachi win toss put Islamabad into b,0,0,0,1,1,0
ICC bans Yasir Shah for three months after positive dope ,0,0,0,1,1,0
PSL Peshawar Zalmi tames Lahore Qalandars with 9 wi,0,0,0,1,1,0
South Asian Games Pakistan beat India in hockey ,0,0,0,0,0,0
Pakistan out of U 19 World Cup after stunned by Windi,0,0,0,0,0,0
Finch dumped as Australia T20 skipper,0,0,0,0,0,0
Brendon McCullum dismissed for 47 in final one day inning,0,0,0,1,1,0
Gladiators beat Zalmi with 3 wickets in tight PSL ,0,0,0,1,1,0
India thrashes Sri Lanka to reach fifth U 19 World Cup climax,0,0,0,0,0,0
Mohsin stars in Pakistans big triumph against N,0,0,0,1,1,0
Root ton helps England reach 318 8,0,0,0,0,0,0
National Snooker Cship beginning from Feb 15 in Karachi,0,0,0,1,0,0
England bat against South Africa in 3rd ODI,0,0,0,1,1,0
Messi undergoes tests for kidney prob,0,0,0,1,1,0
Akmal Delport lead Qalandars to impressive 63 run wi,0,0,0,1,1,0
Lahore set 167 run target for Islamabad,0,0,0,0,0,0
Uncapped Dawson in England World T20 squad,0,0,0,0,0,0
Islamabad win toss put Lahore into b,0,0,0,0,0,0
Pakistan squad named for Womens T20 World Cu,0,0,0,1,0,0
Pakistan name 15 man squad for T20 World Cu,0,0,0,0,0,0
Windies board rejects call for new deal in World T20 r,0,0,0,0,0,0
De Kock Amla centuries help South Africa sink England,0,0,0,1,1,0
PSL Quetta Gladiators restrict Islamabad United to 117,0,0,0,0,0,0
Quetta win toss elect to field against Islamabad,0,0,0,0,0,0
psl Zalmi win nailbiter against Kings by 3 ru,0,0,0,0,0,0
Sana Mir to lead Pakistan in Womens World T20,0,0,0,1,0,0
Peshawar sets 183 run target for Karachi in PSL,0,0,0,0,0,0
PSL Peshawar Zalmi bat first against Karachi King,0,0,0,0,0,0
Moving ball to test Australian technique in Welling,0,0,0,0,0,0
Watson Sharjeels record stand brings easy win for United,0,0,0,0,0,0
Dhawan bowlers power Indias series levelling wi,0,0,0,1,1,0
Islamabad set 153 for Peshawar in PSL T20,0,0,0,0,0,0
Peshawar Zalmi win toss elect to field,0,0,0,0,0,0
Sri Lankas Perera grabs hat trick against Indi,0,0,0,1,1,0
Pakistan beat India to clinch hockey gold in SAG,0,0,0,0,0,0
Boparas one man show grabs win for King,0,0,0,0,0,0
Bopara steers Karachi Kings to 178 against Lahore Qalandar,0,0,0,0,0,0
Broad back as SA win toss and field in 4th ODI,0,0,0,0,0,0
Smith Khawaja drive home Australias advantage on day ,0,0,0,0,0,0
PSL Lahore Qalandars opt to field against Karachi King,0,0,0,0,0,0
Windies captain Sammy calls for mediation in T20 r,0,0,0,0,0,0
Gladiators clinch easy win against United with 7 wi,0,0,0,0,0,0
West Indians Narine and Pollard out of World Twenty20,0,0,0,1,1,0
Delport Umar steer Lahore to 164 3 against Peshawar,0,0,0,0,0,0
Peshawar Zalmi elect to bowl against Lahore Qalandar,0,0,0,0,0,0
Quetta record easy 5 wicket win over Karachi,0,0,0,0,0,0
Elliott helps Quetta restrict Karachi to 126 9,0,0,0,0,0,0
Voges cashes in as Australia forge huge lead,0,0,0,0,0,0
Karachi Kings bat first against Quetta Gladiator,0,0,0,0,0,0
FIFA ethics committee bans Valcke for 12 year,0,0,0,0,0,0
Tamim powers Zalmi to win against United by 7 wi,0,0,0,0,0,0
PSL Gladiators set 130 run target for Zalmi,0,0,0,0,0,0
Wahab Riaz Ahmed Shahzad get physical at PSL ,0,0,0,0,0,0
PSL Quetta win toss elect to bat against Peshawar,0,0,0,0,0,0
Islamabad emerge victorious against Karachi,0,0,0,0,0,0
Pakistan beat England to finish fifth in U 19 World Cu,0,0,0,0,0,0
Venus vanquishes Doi to claim inaugural Taiwan ti,0,0,0,0,0,0
Hales century holds England together,0,0,0,1,1,0
Islamabad win toss field against Karachi,0,0,0,0,0,0
West Indies become new U 19 World Cup ,0,0,0,1,0,0
Voges double ton helps Australia take huge lead,0,0,0,0,0,0
Lahores sensational 4 run win over Peshawar,0,0,0,0,0,0
India thump SL by 107 runs in first ODI,0,0,0,0,0,0
New Zealand unchanged for second Test against Australi,0,0,0,1,1,0
Australia thrash NZ in first Test by inning,0,0,0,0,0,0
Boycott averted as West Indies players sign up for World T20,0,0,0,0,0,0
PSL Afridi Malan steer Zalmi to easy win over Qu,0,0,0,0,0,0
Lahore set PSL record target for Qu,0,0,0,1,1,0
Quetta win toss put Lahore into b,0,0,0,1,1,0
Pakistan to play two warm up matches in ICC World T20,0,0,0,1,1,0
Australias Watson confident of fitness for World T20,0,0,0,1,1,0
Ahmed Shehzad wishes Wahab Riaz good luck for Asia Cu,0,0,0,0,0,0
Umar Sohaib take Lahore to 150 5 against Islamabad,0,0,0,0,0,0
Islamabad United win toss bowl against Lahore Qalandar,0,0,0,1,1,0
Hodge steers Zalmi to five wicket win against Karachi,0,0,0,1,1,0
Indian HC ensures VVIP security for Pakistan cricket ,0,0,0,0,0,0
Inter School Scrabble Championship on Feb 28 in Karachi,0,0,0,0,0,0
Karachi Kings set 153 run target for Peshawar Zalmi,0,0,0,1,1,0
UK high commissioner wants England to play cricket in Paki,0,0,0,0,0,0
Karachi win toss bat against Peshawar,0,0,0,1,1,0
Serena withdraws from Qatar Open with flu,0,0,0,0,0,0
Quetta pull off impressive last ball win against Lahor,0,0,0,1,1,0
Malinga returns to lead Sri Lanka in World T20,0,0,0,0,0,0
Ajmal set for Pakistan rebirth after learning new acti,0,0,0,1,1,0
PSL Islamabad registers smooth 5 wicket win over Lahor,0,0,0,1,1,0
Shoaib Malik withdraws from Karachi Kings captaincy,0,0,0,0,0,0
Peshawar Zalmi bowl out Quetta Gladiators for 133,0,0,0,1,1,0
Van Niekerk stars in historic South Africa wi,0,0,0,0,0,0
Zalmi bowl against Gladiators in PSL first Qualifying Fi,0,0,0,1,1,0
India clean sweep Sri Lanka in Womens Championshi,0,0,0,0,0,0
Blatter says wont back any candidate in FIFA presidential electi,1,0,0,1,0,0
Islamabad restrict Karachi to 111 9 in 2nd qualifying fi,0,0,0,1,1,0
Islamabad United win toss bowl against Karachi King,0,0,0,1,1,0
McCullum smashes fastest test century,0,0,0,0,0,0
Gladiators hammer Zalmi in nailbiter to make it to PSL Fi,0,0,0,1,1,0
PSL Sharjeels ton takes Islamabad to 176 3 score against Peshawar,0,0,0,1,1,0
Zalmi win toss put United into bat in 3rd QF,0,0,0,1,1,0
Sarah Errani races to Dubai tennis ti,0,0,0,0,0,0
South Africa bowl first England recall Billings for Willey,0,0,0,0,0,0
Sarah Taylor leads England to series wi,0,0,0,0,0,0
Burns Smith centuries put Australia in charg,0,0,0,0,0,0
Karachi eliminated Islamabad to play Peshawar,0,0,0,1,1,0
National Women Netball Championship to kick off on March 3,0,1,0,1,0,0
NZ reduce deficit to 92 Australia get Gupti,0,0,0,0,0,0
PSL Islamabad thump Peshawar to face Quetta in fi,0,0,0,1,1,0
Shehzad Sanga help Quetta set 175 for Islamabad,0,0,0,1,1,0
Quetta Gladiators bat against Islamabad United in PSL Fi,0,0,0,1,1,0
Australia in charge need 131 to win second T,0,0,0,0,0,0
Pakistan keen to build on Super League su,1,0,0,1,1,0
All PSL final tickets sold out Sethi,0,0,0,0,0,0
Dottin five for derails South Africa W,0,0,0,0,0,0
India win Asia Cup opener against Banglad,0,0,0,1,1,0
Rohits 83 lifts India to 166 6 against Banglad,0,0,0,1,0,0
Asia Cup 2016 Pakistan team arrives in Banglad,0,0,0,1,1,0
Bangladesh put India into bat in Asia Cup opener,0,0,0,1,1,0
Afridi facing huge pressure on T20 retirement decisi,0,0,0,1,1,0
Smith leads Australia back to test summi,0,0,0,1,1,0
Islamabad United become first PSL champi,0,0,0,1,1,0
Sri Lanka Beat UAE By 14 Runs In Asia Cup T20,0,0,0,1,0,0
Pakistan allows cricket team to play World T20 in Indi,0,0,0,0,0,1
Blatter and Platini bans reduced to six year,0,0,0,0,0,0
Sania Mirza Martina Hingis 41 Match Winning Streak End,0,0,0,0,0,0
Plunkett replaces injured Finn in England World T20 squad,0,0,0,0,0,0
Bangladesh crush UAE by 51 ru,0,0,0,1,1,0
Asia Cup UAE restrict Bangladesh to 133 8,0,0,0,1,0,0
UAE win toss elect to bowl against Banglad,0,0,0,1,1,0
All eyes on Amir as arch rivals ,0,0,0,1,0,0
Sania to support India wants husband Shoaib to do ,0,0,0,1,0,0
India clean sweep Sri Lanka in women T20I seri,0,0,0,0,0,0
Azhar Mahmood named Pakistans interim bowling ,0,0,0,1,1,0
FIFA aims to start afresh with vote to replace Blatter,1,0,0,1,1,0
India cruise to win after tough fight by Paki,0,0,0,1,1,0
Pakistan batting disaster in Dhaka fall for 83,0,0,0,1,0,0
Asia Cup Pakistan batting collapses against Indi,0,0,0,0,0,0
India win toss bowl against Paki,0,0,0,1,1,0
Infantino chosen to lead FIFA into new er,1,0,0,0,0,0
Asia Cups biggest match would be played between Pakistan India today,0,1,0,1,1,0
Pakistan looks to thrash UAE to bury demons of India def,0,0,0,1,1,0
Bangladesh stun Sri Lanka by 23 ru,0,0,0,1,1,0
Sabbir guides Bangladesh to 147 7 against Sri L,0,0,0,1,1,0
Bangladesh win toss bat against Sri L,0,0,1,1,1,0
Wawrinka wins Dubai title after marathon tiebr,0,0,0,0,0,0
Chetty van Niekerk fifties set up SA wi,0,0,0,0,0,0
Malik Akmal inspire Pakistan to win after early ,0,0,0,1,1,0
Minnows UAEs brave batting against Pakistan pacer,0,0,0,1,1,0
BVS Parsi school shines at Inter School Scrabble ,0,0,0,0,0,0
UAE win toss bat against Paki,0,0,0,1,1,0
Azhar says Pakistans fast bowling attack best in the world,0,0,0,0,0,0
Rashford determined to continue amazing start at United,0,1,0,0,0,0
Asia Cup India restrict Sri Lanka to 138,0,0,0,1,0,0
Fans celebrate Shahid Afridi 36th birthday,0,1,0,0,0,0
Asia Cup India opt to bowl against Sri L,0,0,0,1,0,0
Pattinson ordered to rest after recurrence of shin pai,0,0,0,1,1,0
Indo Pak match at Dharamsala will not be allowed CM HP,0,1,0,0,0,0
Tennis stars Serena Maria Hit The Oscar,0,0,0,0,0,0
New Zealand women clinch series against Australi,0,0,0,1,1,0
India to have an edge against Sri L,0,0,0,0,0,0
Mani wants PCB to pull out of their World T20 match against Indi,0,1,0,1,1,1
Tigers shatter Pakistan dream to make it to fi,0,0,0,1,1,0
Sarfraz helps Pakistan set 130 run target for Banglad,0,0,0,1,1,0
Pakistan win toss bat against Bangladesh in do or die b,0,0,0,1,1,0
Platini appeals FIFA ban tribunal say,0,1,0,1,1,0
Pakistan face Bangladesh in must win game today,0,0,0,0,0,0
India defeat Sri Lanka by 5 wi,0,0,0,1,0,0
India defeat UAE by 9 wi,0,0,0,1,0,0
Asia Cup UAE win toss decides to bat fir,0,0,0,1,1,0
Former New Zealand captain Crowe dies aged 53,0,0,0,1,1,0
Pakistan win by six wickets against Sri L,0,0,0,1,0,0
Dilshan Chandimal fifties help Sri Lanka post 150 4,0,0,0,1,1,0
Pakistan win toss bowl against Sri L,0,0,0,1,1,0
Nisars security briefing to PM on Pak cricket teams India tour,0,0,0,1,0,0
Poor performance in Asia Cup Fact finding committee formed,0,0,0,1,0,0
PCB Chief blasts painful team performance in Asia Cu,0,0,0,0,0,0
Rajiv Shukla assures full security for Pakistan team in Dhar,0,0,0,0,0,1
Messi hat trick helps Barca to record 35 match unbeaten ru,0,0,0,0,0,0
Pakistani cricketers talk good about India for money Sehwag,1,0,0,0,0,0
Hindu extremist group threatens to dig up pitch if Pakistan play at Dhar,0,0,0,1,0,0
In case of security risk Pakistan should opt out of WT20 Wasi,0,0,0,0,0,0
2026 World Cup bid must be bullet proof says Infanti,0,0,0,0,0,0
Pakistan dropped to eighth in latest ICC T20 ranking,0,0,0,1,1,0
India overpower Tigers to become Asian ,0,0,0,1,0,0
Bangladesh set 121 for India in Asia Cup fi,0,0,0,1,1,0
India opt to bowl against Bangladesh in rain reduced Asia Cup fi,0,0,0,1,0,0
Rain stops in Dhaka toss likely in few minu,0,0,0,1,0,0
Heavy rain delays start of Asia Cup fi,0,0,0,1,0,0
Amir made video to educate cricketers against graf,0,0,0,1,1,0
World T20 Pakistan security team to visit India on Monday,0,0,0,1,0,1
Afridi calls for PMs intervention to promote ,0,0,0,0,0,0
International tennis activities return to Pakistan after 11 year,0,0,0,1,1,0
ICC probes Hong Kong team confident of clean World T20,0,0,0,0,0,0
Ahmed Shehzad recalled in World T20 bound squad,0,0,0,1,0,0
Google dedicates its doodle to T20 World Cu,0,0,0,0,0,0
Afridi stopped from speaking to medi,0,0,0,0,0,0
ICC launches corruption probe on international ,0,0,0,1,1,0
Pakistan security team in India to assess WT20 security arrang,0,0,0,0,0,1
Sharapova set to make major annou,1,0,0,0,0,0
Pakistan should not play Dharamsala T20 Imran K,0,1,0,0,0,1
Reactions to Maria Sharapovas positive dope ,0,0,0,0,0,0
Afghanistan defeat Scotland by 14 ru,0,0,0,0,0,0
Pak security team to submit its report on Wednesday,0,0,0,1,1,1
Shahzad Stanikzai steer Afghanistan to 170 5,0,0,0,1,1,0
Afghanistan win toss bat against Scotland,0,0,0,0,0,0
Zimbabwe beat Hong Kong in World T20 opener,0,0,0,0,0,0
Pak team set to leave for India tomorrow awaits Govt nod,0,0,0,1,1,1
Zimbabwe set 159 runs for Hong Kong in World T20 opener,0,0,0,0,0,0
Hong Kong bowl Ryan Campbell debu,0,0,0,1,1,0
Hosts with the most India eye World T20 cr,0,0,0,1,1,0
Malinga steps down as SLanka captain for World T20,0,0,0,0,0,0
Jury finds hotel liable in Erin Andrews stalker video ,0,1,0,1,1,0
Tennis star Sharapova faces suspension after failing drug ,0,1,0,1,1,0
South Africa bat in decider against Australi,0,0,0,0,0,0
South Africa women clinch thriller to take series 2 1,0,0,0,0,0,0
Oman stun Ireland with two wicket wi,0,0,0,0,0,0
Ireland set 155 run target for O,0,0,0,0,0,0
Ireland win toss bat against O,0,0,0,0,0,0
PCB hails ICC decision but seeks Indian Govt assur,0,0,0,1,1,1
Bangladesh record thrilling win over Netherland,0,0,0,0,0,0
Tamim steers Bangladesh to 153 7 against Netherland,0,0,0,1,1,0
Bangladesh bat against Netherlands in Dhar,0,0,0,1,1,0
Pak India World T20 venue shifted to Kolkata ICC,0,0,0,0,0,1
T20 WC Pakistan refuses to play against India in Dhar,0,0,0,0,0,1
Nadal points to Maria Sharapovas neglig,0,1,0,1,1,0
Ireland knocked out in washout against Banglad,0,0,1,0,0,0
Ireland win toss put Bangladesh into b,0,0,0,0,0,0
Netherlands ousted after T20 against Oman washed ou,0,0,0,1,1,0
Pak cricket team allowed to travel to India for World T20,0,0,0,1,1,0
Pakistan cricket team likely to depart for India Saturday,0,0,0,1,1,0
Govt to decide on teams departure PCB,0,0,0,0,0,1
T20 WC India assures full security to Pakistan ,0,0,0,1,0,1
Scotland record first win at ICC global ev,0,0,0,0,0,0
Pakistan cricket team reaches India to participate in World T20,0,0,0,1,1,0
Hong Kong make 127 7 after bad start against S,0,0,0,0,0,0
Hong Kong bat against Scotland in dead rubber,0,0,0,0,0,0
Afghanistan crush Zimbabwe to enter World T20 Super 10,0,0,0,0,0,0
Afghanistan amass 186 6 against Zimbab,0,0,0,0,0,0
Afghanistan bat in knockout clash against Zimbab,0,0,0,0,0,0
Pakistan T20 squad leaves for India after security assur,0,0,0,1,0,0
India favoured to keep Asia on top in WC T20,0,0,0,1,1,0
Sharapova slams media coverage of doping ,0,0,0,1,1,0
Bangladesh crush Oman to qualify for second round,0,0,1,1,1,0
Tamim ton helps Bangladesh set 181 for O,0,0,0,1,1,0
Bangladesh sent into bat by Oman in knockout g,0,0,0,0,0,0
Van Meekeren seals Netherlands sign off victory,1,0,0,0,0,0
Ireland to bowl in match delayed by rai,0,0,0,0,0,0
Pakistan team physically mentally fit to play in India says Afridi,0,0,0,0,0,0
England win World T20 warm up against Mumbai CA,0,0,0,0,0,0
Pakistan win World T20 warm up against Sri L,0,0,0,0,0,0
Pakistan make 157 5 in warm up against Sri L,0,0,0,0,0,0
Pakistan opt to bat against SLanka in WC T20 warm u,0,0,0,0,0,0
Afridi served legal notice over love remarks in Indi,0,0,0,0,0,0
Serena wins third round match at Indian W,1,0,0,0,0,0
New Zealand women beat Sri Lanka women by seven wi,0,0,0,0,0,0
New Zealand humble India by 47 ru,0,0,0,1,1,0
India restrict New Zealand to 126 7,0,0,0,0,0,0
India crush Bangladesh by 72 runs in womens World T20,0,0,0,0,0,0
New Zealand win toss bat against India in Super 10 opener,0,0,0,0,0,0
India Pakistan legends to be honoured at Pak India ,0,0,0,0,0,0
Shafqt Amanat Big B to sing national anthems in India Pak ,0,0,0,1,1,0
NZealand await spin trial in World T20 opener against Indi,0,0,0,1,1,0
Pakistan beaten by four runs against Windi,0,0,0,0,0,0
Gayles 47 ball ton wipes out England,0,0,0,0,0,0
Windies win toss bowl against England,0,0,0,0,0,0
Pakistan wreck Bangladesh in their first World T20 ,0,0,0,1,1,0
Pakistan hammer 201 5 against Bangladesh in Super 10,0,0,0,1,1,0
WC T20 Pakistan opt to bat against Banglad,0,0,0,0,0,0
Stats back Pakistan to avenge Asia Cup defeat against Banglad,0,0,0,1,1,0
Sri Lanka beat Afghanistan by six wickets in World T20,0,0,0,0,0,0
Afghanistan set Sri Lanka 154 to wi,0,0,0,0,0,0
Afghanistan bat first against Sri L,0,0,0,0,0,0
Bullish Steyn ready to lead S Africa World Twenty20 bid,0,0,0,0,0,0
India Pakistan look to tune out India Pakistan hy,0,0,0,1,0,0
Australia women record easy win over South Africa ,0,0,0,0,0,0
England beat Proteas by two wickets in high scoring ,0,0,0,1,1,0
Proteas plunder 229 4 against England,0,0,0,1,1,0
Former greats pin high hopes on Shahid Afridi,0,1,0,1,0,0
New Zealand crush Ireland in Womens World T20,0,0,0,0,0,0
England win toss bowl against South Afri,0,0,0,0,0,0
New Zealand record dramatic win over Aussi,0,0,0,0,0,0
Sri Lankas Malinga ruled out of World T20,0,0,0,0,0,0
WCT20 N Zealand set Australia 143 to win in Dhar,0,0,0,0,0,0
WC T20 Waqar confident Pakistan will defeat Indi,0,0,0,0,0,0
WC T20 N Zealand bat first against Australi,0,0,0,0,0,0
Imran to advice Pak team ahead of India T20 ,0,0,0,0,0,0
FIFA paid Blatter 376 million in 2015,0,0,1,0,0,0
Kohli guides India to 6 wkt win against Paki,0,0,0,0,0,0
Pakistan make 118 5 against India in rain curtailed ,0,0,0,0,0,0
India win toss opt to bowl against Paki,0,0,0,0,0,0
I hope match result is same as when I played here last time says Imr,0,0,0,0,0,0
Impressive ceremony opens Pak India T20 match at Eden Gard,0,0,0,1,0,0
Pak India match delayed reduced to 18 overs a sid,0,0,0,0,0,0
Pak Women beat India Women under DL method,0,0,0,0,0,0
Womens World T20 Pakistan restrict India to 96 7,0,0,0,0,0,0
World T20 Imran Khan meets Pakistan team in Indi,0,0,0,0,0,0
Women WCT20 Pakistan opt to field against Indi,0,0,0,0,0,0
WCT20 Heavy rain lashes Kolkata ahead of Pak India ,0,0,0,0,0,0
Serena battles past Radwanska to reach Indian Wells fi,0,0,0,0,0,0
Indias Kohli gifts Muhammad Amir b,0,0,0,1,1,0
Windies record easy 7 wkt win over Sri L,0,0,0,0,0,0
Istanbul cancels soccer derby on security fears CNN Tur,0,0,0,0,0,0
West Indies restrict Sri Lanka to 122 9,0,0,0,0,0,0
Windies win toss field against Sri L,0,0,0,0,0,0
South Africa defend 200 plus total to beat Afghani,0,0,0,0,0,0
Womens World T20 Windies beat Bangladesh by 49 ru,0,0,0,0,0,0
Proteas plunder 209 5 against Afg,0,0,0,0,0,0
Pakistan fail to show up as India revive campaig,0,0,0,0,0,0
South Africa win toss opt to bat against Afghani,0,0,0,0,0,0
Imran congratulates womens team criticizes Pakistan cricket structur,0,0,0,0,0,0
Khawaja guides Australia to three wicket wi,0,0,0,0,0,0
Late flurry helps Bangladesh to 156 5 against Australi,0,0,0,0,0,0
Australia win toss opt to bowl against Banglad,0,0,0,1,1,0
Womens World T20 NZealands comfortable win over Aussi,0,0,0,0,0,0
Womens World T20 New Zealand restrict Australia to 103 8,0,0,0,0,0,0
Imran asks India to play positive role for bilateral seri,0,0,0,1,0,0
Bangladesh urge ICC to lift Taskin b,0,0,0,1,1,0
PCB chief disappointed over Pak team performance against Indi,0,0,0,0,0,0
Pakistan give up chase as New Zealand reach semi,0,0,0,1,1,0
Guptill powers New Zealand to 180 5 against Paki,0,0,0,0,0,0
New Zealand win toss bat against Paki,0,0,0,1,1,0
Womens World T20 England beat India in nail biting fini,0,0,0,0,0,0
Womens World T20 England restrict India to 90 8,0,0,0,0,0,0
South Africas Duminy ruled out of Windies g,0,0,0,1,1,0
India beat Bangladesh by one run in World T20,0,0,0,0,0,0
Bangladesh restrict India to 146 7 in World T20,0,0,0,0,0,0
Bangladesh win toss field against Indi,0,0,0,1,1,0
Afghanistan beaten after giving tough time to England,0,0,0,0,0,0
Moeen saves England from total ,0,0,0,0,0,0
PCB decides to sack head coach chief selector captai,0,0,0,1,0,0
England win toss bat against Afghani,0,0,0,0,0,0
Blow for Bangladesh as ICC uphold Taskin suspensi,0,0,0,1,1,0
Sidra powers Pakistan to tame Bangladesh in WWT20,0,0,0,0,0,0
Watson to quit international cricket after World T20,0,0,0,1,1,0
Shoaib Malik rules out grouping in Pakistani ,0,0,0,1,0,0
West Indies beat South Africa to reach semi,0,0,0,0,0,0
Pakistan captain Afridi undecided over retir,0,0,0,1,1,0
West Indies restrict South Africa to 122 8,0,0,0,0,0,0
