text,l1,l2,l3
"KQJK is a commercial adult hits music radio station in Roseville, California, broadcasting to the Sacramento, California, area on 93.7 FM. It is currently owned by iHeartMedia, Inc., which acquired it along with four stations in Seattle, Washington, Baltimore, Maryland, and Portland, Oregon, from CBS Radio as part of a seven-station swap between the two companies. The station has studios in North Sacramento near Arden Fair Mall, and its transmitter is in Granite Bay.",Agent,Broadcaster,RadioStation
"Jeremy Cam Thompson (born October 9, 1985) is a former American football linebacker who played for the Green Bay Packers of the National Football League (NFL). He was drafted by the Packers in the fourth round of the 2008 NFL Draft. He played college football at Wake Forest. He is the younger brother of former New York Giants offensive lineman Orrin Thompson.",Agent,GridironFootballPlayer,AmericanFootballPlayer
"Elewijt Castle, also known as \""Castle of Het Steen\"" or \""Rubenskasteel\"", is a castle in Elewijt, Belgium, which was owned by Peter Paul Rubens from 1635 to his death in 1640, and features in some of his paintings. Elewijt Castle is situated at an altitude of 11 meters.",Place,Building,Castle
"James Thiessen (born 10 February 1974) is a former Australian rules footballer who played with Richmond and Adelaide in the Australian Football League (AFL). His father Tony had played league football three decades earlier. Playing mainly on the wing, Thiessen started his AFL career at Richmond in 1993 but was delisted after just one season. He spent the next four years with Norwood in the SANFL, playing in their 1997 premiership side and also winning a Fos Williams Medal that year for his performance for South Australia in an interstate match against the ACT. Thiessen was recruited by the Adelaide Crows for the 1998 season and played in their winning Grand Final that year against North Melbourne. He remained with them for two more seasons before returning to Norwood.",Agent,Athlete,AustralianRulesFootballPlayer
"Triple Divide Peak is a mountain on the boundary between Yosemite National Park and the Ansel Adams Wilderness in Madera County, California. It is located 0.7 miles (1.1 km) north of Walton Lake and 1.3 miles (2.1 km) southeast of Merced Peak. Its name refers to the fact that it lies on the boundaries of three distinct watersheds, namely those of the Merced, South Fork Merced, and San Joaquin Rivers. This mountain should not be confused with the other California peak of the same name, located to the southeast in Tulare County.",Place,NaturalPlace,Mountain
"\""The 10th Air Division assumed responsibility for the air defense of Alaska south of the Alaskan Range on 1 November 1950. Subordinate units flew numerous interception and training missions. Between June 1957 and March 1960, the division operated and maintained Elmendorf AFB, Alaska, plus several smaller installations. It was replaced by the 5070th Air Defense Wing (for air defense), and the 5040th Air Base Wing (for base operations) in August 1960.\""",Agent,Organisation,MilitaryUnit
"David Alexander Liddell (born June 15, 1966 in Los Angeles) is a former Major League Baseball catcher. He caught one game for the New York Mets in 1990. He hit a single in his only Major League at bat, on June 3, 1990, giving him a lifetime batting average of 1.000. His Major League slugging percentage and on-base percentage are also 1.000. His at bat came in the 8th inning of a game against the Philadelphia Phillies as a pinch hitter for Mets' catcher Mackey Sasser against pitcher Pat Combs. His hit came on the only Major League pitch he ever faced; author George Rose estimates that his Major League career as a hitter thus lasted only about 20 seconds. He scored a run later in the inning. He also caught one inning with one putout for a lifetime fielding percentage of 1.000. After the 1990 season, he was signed by the Cincinnati Reds as a free agent, but he never played in the Reds' system. Liddell was a 4th round draft pick of the Chicago Cubs in 1984 â€“ the 83rd overall pick in the draft â€“ after attending Rubidoux High School in Riverdale, California. He was traded to Mets with minor league pitcher Dave Lenderman on June 30, 1986 in exchange for pitcher Ed Lynch. He also played in the Milwaukee Brewers' and Baltimore Orioles' organizations. In 529 minor league games between 1984 and 1992 he had a batting average of .215 with 24 home runs and at least 109 runs batted in in 1505 at bats. He had a minor league slugging percentage of .309. He also pitched in one game for the unaffiliated Reno Silver Sox in 1988, giving up one run in 2/3 of an inning. He also played as a first baseman in 13 games over the course of his minor league career. Liddell played in 18 games for the 1986 South Atlantic League champion Columbia Mets and 32 games for the 1991 American Association champion Denver Zephyrs.",Agent,Athlete,BaseballPlayer
"Explorer 8 was an American research satellite launched on November 3, 1960. It was intended to study the temporal and spatial distribution of these properties and their variation from full sunlit conditions to full shadow, or nighttime, conditions. The payload was in the form of two truncated cones with the bases attached to a cylindrical equator. The outer shell was aluminum and had a diameter of 76 cm and a height of 76 cm. The 108.00 MHz transmitter had 100 mW average power, and it functioned for the life of the battery pack (54 days). The data system included telemetry consisting of continuous operation with real-time transmission. To avoid the possibility of effects on the experiments by asymmetrical charging on solar cell surfaces, solar cells were not used. Experiment instrumentation included an RF impedance probe, an ion current monitor, a retarding potential probe, a two-element and a three-element electron temperature probe, an electron current monitor, a photomultiplier-type and a microphone-type micrometeorite detector, an electric field meter, a solar horizon sensor, and thermistor temperature probes. Simultaneous measurements of electron and ion concentration were used to resolve the question of neutrality of the medium. Battery power failed on December 27, 1960. Considerable difficulty was encountered with decommutating the telemetered data to make machine processing possible. As a result of these difficulties, the data were mostly processed by hand. In spite of these difficulties, considerable new knowledge about the ionosphere was gained from operation of the satellite. Explorer 8 decayed from orbit on 28 March 2012. A replica is on display at the Smithsonian in Washington, DC.",Place,Satellite,ArtificialSatellite
"Banc of California is a bank serving the state of California and parts of the Western United States. It was founded in 1941 and has 40 banking branches in Southern California and loan production offices in surrounding states. The bank is currently headquartered in Irvine, California but expects to relocate to neighboring Santa Ana, California in 2016.",Agent,Company,Bank
"Baracouda was a top staying hurdler for racehorse trainer FranÃ§ois Doumen in the late 1990s and early first decade of the 21st century. Amongst his major successes, he won the Stayers Championship, the World Hurdle twice, as well as winning 10 consecutive races between November 2000 and November 2002.",Species,Horse,RaceHorse
"Pinus strobiformis, commonly known as Southwestern white pine, Mexican white pine or Chihuahua white pine, is a medium-sized white pine tree whose native habitat is in southwestern United States and Mexico. It is typically a high-elevation pine growing mixed with other conifers (a Montane forest).",Species,Plant,Conifer
The Premier League in Gibraltar is the top level amateur women's football championship of Gibraltar. Since the 2014â€“15 season the UEFA Women's Champions League is open to Gibraltar teams. 2014 champions Manchester though were not able to enter as the league currently is played with only nine players per side.,Agent,SportsLeague,SoccerLeague
"Dial Records was an American record company and label that specialized first in bebop jazz  and then in contemporary classical music. It was founded in 1946 by Ross Russell. Notable artists who recorded for Dial included Charlie Parker, who signed an exclusive one-year recording contract with Russell on 26 February 1946, Miles Davis, Max Roach, and Milt Jackson. Dial Records were initially made for the Tempo Music Shop of Hollywood, California, but soon relocated to New York City. Labels of Dial Records said that they were \""Contemporary American Music\"", a dig at the traditionalist American Music Records label. In the summer of 1949 Ross Russell announced a change of focus, with the label turning to the release of classical music by contemporary composers. The first release in this new series was BÃ©la BartÃ?k's Sonata for Two Pianos and Percussion. This series, titled the Library of Contemporary Classics, was inspired when Russell obtained the master tape of a recording of Arnold Schoenberg's Chamber Symphony No. 1 from Blue Star Records in Paris, in lieu of payment for a number of Dial jazz masters for European distribution. Russell's interests shifted focus again in 1953, when he made field recordings of calypso music in the British, French, and Netherlands West Indies. This resulted in the Dial Ethnic Series (Dial 400 label) of ten ten-inch 33â…“ rpm discs, issued between June and November 1953. Dial also continued to release material from jazz sessions recorded earlier, but in 1954 Russell sold his jazz recordings to Concert Hall Records, sending them the master tapes, pressing lists, and log sheets on June 3, 1954. Mosaic Records released a limited edition box-set (CD) of Dial recordings called The Complete Dial Modern Jazz Sessions.",Agent,Company,RecordLabel
"Bonnie Kathleen Blair (born March 18, 1964) is a retired American speedskater. She is one of the top skaters of her era, and one of the most decorated athletes in Olympic history. Blair competed for the United States in four Olympics, winning five gold medals and one bronze medal.",Agent,WinterSportPlayer,Skater
"Black Patti Records was a short-lived record label in Chicago founded by Mayo Williams in 1927. It was named after the black opera singer Matilda Sissieretta Joyner Jones, who was called Black Patti because some thought she resembled the Italian opera singer Adelina Patti. The label lasted seven months and produced 55 albums. The Black Patti peacock logo was used in the 1960s by Nick Perls for his Belzona/Yazoo label. At Paramount, Mayo Williams was a successful producer of race records, i.e. records made by black musicians to be sold to black customers. When he left Paramount to start Black Patti, he had no equipment, only his Chicago office. The albums were recorded and pressed at Gennett Records in Richmond, Indiana. The catalog included jazz, blues, sermons, spirituals, and vaudeville skits, most but not all by black entertainers. A total of 55 discs were manufactured. Williams closed the label before the end of 1927.",Agent,Company,RecordLabel
"The Lirung monitor (Varanus lirungensis) is a species of monitor lizards on the Talaud Islands in Indonesia. It was recently discovered by AndrÃ© Koch, a German scientist from the Zoological Research Museum Alexander Koenig in Bonn, during a joint German-Indonesian research project. Koch stated the discovery was important, \""because it illustrates the high diversity of monitor lizards in Indonesia.\""",Species,Animal,Reptile
"The Sierra Estrella (O'odham: Komaá¸çk, Maricopa: Vii Lyxa, Yavapai: Wi:kchasa) is a mountain range located southwest of Phoenix, Arizona. Much of the range falls within the Gila River Indian Reservation, but 14,400 acres (5,800 ha) of BLM land is protected as the Sierra Estrella Wilderness.",Place,NaturalPlace,MountainRange
"Qatar Motor Show is an annual international motor show held in Doha, Qatar. It is held each January at the Doha Exhibitions Centre. The debut motor show was in 2011 which had 90,000 attendees. The 2012 show grew to 120,000 visitors from around the Gulf region. It features new models as well as supercars, concept cars, custom cars from style centers and automotive designers. Outdoor demonstrations of motocross and drifting are featured as well as test driving.",Event,SocietalEvent,Convention
"FayÃ§al Badji (Arabic: ÙÅÙ?ØµÙ„ Ø¨Ø§Ø¬Ù?â€?â€?; born February 15, 1974 in Algiers) is a retired Algerian international football player. He spent the majority of his playing career in Algeria, with a brief spell with Erzurumspor in the Turkish Super Lig. He is currently the general manager of MC Alger.",Agent,Athlete,SoccerPlayer
"Osama Abdul Aziz al-Nujaifi or Najifi (Arabic: Ø£Ø?Ø§Ù…Ø© Ø§Ù„Ù†Ø¬Ù?ÙÅÙ?â€?â€?; born c. 1956 in Mosul) is an Iraqi politician. As the Speaker of the Council of Representatives, the informal leader of the moderate Sunni al-Hadba party was the highest ranking Sunni politician of Iraq. An engineer by profession, al-Nujaifi served as Minister of Industry in the 2005â€“06 Iraqi Transitional Government. He later won the 2010 parliamentary election and was elected the Speaker of the Council of Representatives. During this time, he built up a reputation as prime minister al-Maliki staunchest adversary, whom as a Sunni he could defy but not challenge. After leaving offices together with al-Maliki in 2014, he was rewarded the ceremonial post of a Vice President of Iraq, which he held until 2015.",Agent,Person,OfficeHolder
"The blackfin snapper, Lutjanus buccanella, is a species of snapper native to the western Atlantic Ocean including the Gulf of Mexico and the Caribbean Sea. It is a commercially important species, though it has been reported to carry the ciguatera toxin.",Species,Animal,Fish
"The 1965 Piccadilly World Match Play Championship was the second World Match Play Championship. It was played from Thursday 14 to Saturday 16 October on the West Course at Wentworth. Eight players competed in a straight knock-out competition, with each match contested over 36 holes. The champion received Â£5,000 out of a total prize fund of Â£16,000. Gary Player defeated Peter Thomson 3 & 2 in the final to win the tournament. In the first round of his semi-final, Gary Player was 1 up after 10 holes but then lost seven holes in succession to Tony Lema from the 11th to the 17th. He needed a 10 foot putt at the 18th to halve that hole but was 6 down at lunch. He then lost the first hole in the afternoon to go 7 down to Lema. Player birdied the 2nd and 3rd holes and eventually won the 18th to tie the match, winning the match at the 37th hole. In the final, Thomson was 1 up at lunch. Player squared the match at the 2nd hole and then went two up after winning the 7th and 8th. Thomson eagled the 12th to reduce the gap to one hole but Player birdied the 15th and 16th to win 3 & 2. As in 1964, the match play championship was preceded by the Piccadilly Tournament, a 72-hole stroke play competition, which was played on the East Course on 11 and 12 October. The winner was Peter Butler who won Â£750.",Event,Tournament,GolfTournament
"Luzino is a PKP railway station in Luzino (Pomeranian Voivodeship), Poland.",Place,Station,RailwayStation
"Schott Music (German: [ÊƒÉ”t]) is one of the oldest German music publishers. It is also one of the largest music publishing houses in Europe, and is currently the second oldest music publishing house. The company headquarters of Schott Music was founded by Bernhard Schott (10 August 1748 - 26 April 1809) in Mainz, Germany in 1770. Schott Music is one of the worldâ€™s leading music publishers. It represents many of the greatest composers of the 20th and 21st centuries, and its publishing catalogue contains some 31,000 titles on sale and over 10,000 titles on hire. The repertoire ranges from complete editions, stage and concert works to general educational literature, fine sheet music editions and multimedia products. In addition to the publishing houses of Panton, Ars-Viva, Ernst Eulenburg, FÃ?rstner, Cranz, Atlantis Musikbuch and Hohner-Verlag, the Schott group also includes two recording labels, Wergo (for new music) and Intuition (for Jazz), as well as eight specialist magazines. The Schott Music group also includes the printing and production services company WEGA, as well as mds (music distributors services GmbH), the largest music product distribution organisation in Europe providing the distribution of sheet music, books, magazines, audio and audio-visual recordings, and hire materials of both the Schott catalogues and the catalogues of 60 other music publishers. Representing composers and authors from all over the world, Schott Music has offices in ten countries with some 270 employees principally in Mainz, London, New York and Tokyo, with additional offices in Beijing, Madrid, Paris and Toronto.",Agent,Company,Publisher
"The Governor of The Central Bank of Malaysia (Malay: Bank Negara Malaysia) is the highest ranked position in the financial and economics sector in Malaysia. The Governor is the head of all the financial institutions in Malaysia. He does the bank affairs based on the regulations given by the BNM BNM Board of Directors. Section 15 (1) of the Central Bank of Malaysia Act 2009 stated that the Governor is elected by Yang di-Pertuan Agong, the Supreme Head of Malaysia whilst the Deputy Governor is elected by a Minister (that is from Financial Department). Until now, the number of the Governors of BNM is 8 (data collected from 1 May 2016). The current Governor is Muhammad bin Ibrahim.",Agent,Politician,President
"Kalyanavati was Queen of Polonnaruwa in the thirteenth century, who ruled from 1202 to 1208. She was one of the few queens that reigned in Sri Lanka. She succeeded Sahassa Malla as Queen of Polonnaruwa and was succeeded by Dharmasoka. She was the wife of Nissanka Malla.",Agent,Person,Monarch
"Archie is a long-running comic strip based on the line of the popular Archie Comics. Launched by King Features Syndicate in 1947, it features the misadventures of Archie Andrews and his pals. Bob Montana drew the first issue of the Archie comic book (November 1942). During World War II, Montana spent four years in the Army Signal Corps, drawing coded maps and working on training films with author William Saroyan and cartoonists Sam Cobean and Charles Addams. He was stationed at Fort Monmouth, New Jersey, where, in 1944, he met a 19-year-old Army secretary, Peggy Wherett, from Asbury Park, New Jersey. Married in 1946, they moved to Manhattan, where Montana was soon drawing the Archie daily and Sunday strips for 700 newspapers. Two years later, the couple moved to Meredith, New Hampshire, and bought an old New England farmhouse where they raised four children, organic vegetables, assorted chickens, horses and sheep. The entire family sometimes lived for extended periods in England, Rome and Mexico. After hours at the drawing table, Montana relaxed by sailing his Friendship sloop, the White Eagle, on Lake Winnipesaukee, and taking ski jaunts through the back country near his home. He died of a heart attack on January 4, 1975, while cross-country skiing in Meredith. Dan DeCarlo then took over the strip. Currently distributed by the Creators Syndicate, the Archie comic strip was until June 2011 written by Craig Boldman, pencilled by Fernando Ruiz, lettered by Jon D'Agostino and inked by Bob Smith. After that, Archie Comics ceased running new strips and began reprinting older strips by Dan DeCarlo.",Work,Comic,ComicStrip
The Mayotte scops owl (Otus mayottensis) is a species of owl in the family Strigidae.It is endemic to Comoros. Its natural habitat is subtropical or tropical moist lowland forests.,Species,Animal,Bird
"The CMLL Universal Championship 2012 (Campeonato Universal in Spanish) was a professional wrestling tournament produced by the Consejo Mundial de Lucha Libre (CMLL) promotion, which took place over three shows between August 17 and August 31, 2012, in Arena MÃ©xico, Mexico City, Mexico. The CMLL Universal Championship is an annual tournament of CMLL Champions that was first held in 2009.",Event,SportsEvent,WrestlingEvent
"The Sagano Scenic Railway (åµ¯å?¨é‡?è??å…‰é‰„éÅ“ Sagano KankÅç TetsudÅç) or Sagano Sightseeing Railway is a wholly owned subsidiary of West Japan Railway Company (JR West) that operates the Sagano Scenic Line (åµ¯å?¨é‡?è??å…‰ç·? Sagano KankÅç-sen), Sagano Sight-seeing Line, or Sagano Romantic Train (åµ¯å?¨é‡?ãƒˆãƒ?ãƒƒã‚?åˆ—è»? Sagano Torokko Ressha) in Kyoto. The line uses superseded tracks of the Sagano Line (officially a portion of the San'in Main Line) of JR West, from Torokko Sagano in Arashiyama, and passes a gorge offering a scenic view along the Hozu River, then enters and terminates in the basin of Kameoka. It is closed on Wednesdays and in the winter. The line is locally known as \""Torokko in Hozu gorge.\"" Torokko is a Japanese word derived from the English \""truck\"" once used for mining cars hauling ore, but presently means rail carriages basic accommodation and open sides.",Place,RouteOfTransportation,RailwayLine
"Arriva Shires & Essex is a bus operator providing services in Bedfordshire, Buckinghamshire, Essex, Hertfordshire and Greater London. Until 2002 its operations included Colchester. It is a subsidiary of Arriva. Operations are split between two registered companies, Arriva East Herts & Essex Limited and Arriva The Shires Limited.",Agent,Company,BusCompany
Hoist The Flag (1968â€“1980) was an American Champion Thoroughbred racehorse. He was the outstanding two-year-old colt in the United States in 1970 when his wins included the Cowdin Stakes. Hoist The Flag was being prepared for the Triple Crown races when his career was ended by a leg injury. He subsequently became a highly successful and influential breeding stallion.,Species,Horse,RaceHorse
"OKI Air International is an airline based in Podgorica, Montenegro. It is a privately owned charter airline operating within Montenegro and the surrounding area. Its main base is Podgorica Airport.",Agent,Company,Airline
"Chiridotea is a genus of isopod crustaceans in the family Chaetiliidae, containing the following species: \n*  Chiridotea almyra Bowman, 1955 \n*  Chiridotea arenicola Wigley, 1960 \n*  Chiridotea coeca (Say, 1818) \n*  Chiridotea excavata Harper, 1974 \n*  Chiridotea tuftsii (Stimpson, 1853)",Species,Animal,Crustacean
"According to Christian tradition, Tertius of Iconium (also Tertios) acted as an amanuensis for Paul the Apostle, writing down his Epistle to the Romans, is numbered among the Seventy Disciples, was Bishop in Iconium after the Apostle Sosipater and died a martyr. The Catholic Church marks St. Tertius days on October 30 and November 10.",Agent,Cleric,Saint
"ktmROCKS was a magazine devoted to metal music. It was published in Nepal for many months within 2004 to 2007, although not at a constant rate. The magazine began as an initiative of one man, Umes Shrestha, and involved various underground metal and rock bands of Nepal. Much of the magazine fan base is connected with the original ktmROCKS forum population. The magazine was the first of its kind to display underground metal in the country. Although many local metal and rock concerts were held without any mass media approach, the magazine, being closely related to ktmROCKS, which was a metal platform and gig organizer. The magazine gained cult status and was in high circulation among selective groups as the concept of underground and metal music was, as is mostly today, foreign to many. Due to economic problems, the magazine was no longer printed after its 13th issue. The magazine was instead changed into a periodical E-mag which is made available through the ktmROCKS website. Other activities of ktmROCKS, however, continue to remain full in action. ktmROCKS emag vol. 7 was made available on January 8, 2010.",Work,PeriodicalLiterature,Magazine
"The Leipzigâ€“Eilenburg railway is a two-track, electrified mainline railway in the German state of Saxony, originally built and operated by the Halle-Sorau-Guben Railway Company (German: Halle-Sorau-Gubener Eisenbahn-Gesellschaft) as the Eilenburg Railway (Eilenburger Eisenbahn). It runs from Leipzig to Eilenburg and is part of the long-distance connection from Leipzig to Cottbus.",Place,RouteOfTransportation,RailwayLine
"330 Adalberta, provisional designation A910 CB, is a stony asteroid from the inner regions of the asteroid belt, about 10 kilometers in diameter. It was discovered by German astronomer Max Wolf at Heidelberg Observatory in southern Germany, on 2 February 1910. The S-type asteroid orbits the Sun at a distance of 1.8â€“3.1 AU once every 3 years and 11 months (1,417 days). Its orbit shows an eccentricity of 0.25 and is tilted by 7 degrees to the plane of the ecliptic. In 2013, a photometric light-curve analysis performed at Los Algarrobos Observatory (I38), Uruguay, rendered a rotation period of 3.5553Â±0.0001 hours with a brightness amplitude of 0.44 in magnitude. The Collaborative Asteroid Lightcurve Link assumes that the asteroid's surface has a albedo of 0.20, which is a typical value for stony bodies. Previously, on 18 March 1892, another body discovered by Max Wolf with the provisional designation 1892 X was originally named 330 Adalberta, but was lost and never recovered (also see Lost minor planet). In 1982, it was determined that Wolf erroneously measured two images of stars, not asteroids. As it was a false positive and the body never existed, the name and number \""330 Adalberta\"" was then reused for this asteroid, A910 CB. The minor planet was named in honor of the discoverer's father-in-law, Adalbert Merx (after whom another minor planet 808 Merxia is also named), or, possibly, for Adalbert KrÃ?ger (1832â€“1896), German astronomer and editor of the Astronomische Nachrichten, one of the first international journals in the field of astronomy.",Place,CelestialBody,Planet
"Deuel Vocational Institution (DVI) is a state prison located in unincorporated San Joaquin County, California, near Tracy.",Place,Building,Prison
"The 2000 FA Women's Cup Final was the 30th final of the FA Women's Cup, England's primary cup competition for women's football teams. It was the seventh final to be held under the direct control of the Football Association (FA). The match was contested by Doncaster Belles and Croydon Women at Bramall Lane in Sheffield on 1 May 2000. Croydon made its third final appearance, after winning in 1996 but losing the 1998 final. Doncaster Belles entered a record 12th final having won the trophy on six previous occasions. Croydon entered the competition at the fourth round stage and beat Tranmere Rovers, Liverpool, Everton and Leeds United to reach the final. Doncaster Belles also entered at the fourth round and faced Brighton & Hove Albion, Garswood Saints, Wembley Mill Hill and holders Arsenal before reaching the final. Doncaster's 3â€“2 semi final victory over Arsenal took place at Field Mill before Sky Sports television cameras. It was reported that Doncaster had been gripped by Cup final excitement after the Belles reached the final for the first time in six years. The club laid on coaches for the short trip to Bramall Lane and an official Cup final song, Northern Pride, was recorded by the team. Croydon won the match 2â€“1, with goals from Carmaine Walker and Gemma Hunt. Vicky Exley had equalised for the Belles, while Karen Walker had a penalty kick saved by Croydon goalkeeper Pauline Cope. Hunt's winning goal was disputed, with Doncaster players arguing the ball had not crossed the goal line.",Event,SportsEvent,FootballMatch
"WQNR (99.9 FM, \""99.9 Kate FM\"") is a radio station broadcasting a variety hits format. Licensed to Tallassee, Alabama, USA, the station serves the Auburn, Alabama, area. The station is currently owned by Tiger Communications, Inc. The station was assigned the WQNR call letters by the Federal Communications Commission on July 29, 1999. The station is an affiliate of the syndicated Pink Floyd program \""Floydian Slip.\""",Agent,Broadcaster,RadioStation
"The Catedral San NicolÃ¡s el Magno is a Roman Catholic co-cathedral, located in the municipality of Rionegro, Antioquia, Colombia. The church, under the Diocese of SonsÃ?n-Rionegro is dedicated to Saint Nicholas and was elevated to the title of cathedral on 20 April 1968 by Pope Paul I.",Place,Building,HistoricBuilding
Ilya Nikolaevich Bondarenko (Russian: ?˜?»ÑŒÌÅÑè ?ù?¸?º???»?°ÌÅ?µ???¸Ñ‡ ?‘?????´?°Ñ€?µÌÅ???º??) is a Russian motorcycle speedway rider.,Agent,MotorcycleRider,SpeedwayRider
"Pot O'Luck (1942) was an American Thoroughbred racehorse bred and raced by the renowned Calumet Farm of Lexington, Kentucky. He was sired by Chance Play, the 1927 retrospective American Horse of the Year and 1935 Leading sire in North America. Out of the mare Potheen, his damsire was Wildair, winner of the 1920 Metropolitan Handicap.",Species,Horse,RaceHorse
Fuhito Kojima (born 1979) is a Japanese economist. He is an Associate Professor at the Stanford University.,Agent,Person,Economist
"The Sioux Falls Skyforce is an American professional basketball team that plays in the NBA Development League (D-League). They are based in Sioux Falls, South Dakota, and currently play at Heritage Court in the Sanford Pentagon, a place they have called home since the 2013â€“14 season. The Skyforce began in the Continental Basketball Association (CBA) in 1989. They played their home games at Sioux Falls Arena from then until the move to the Pentagon in 2013. They participated in four CBA championship finals, winning the championship trophy in 1996 (defeating the Fort Wayne Fury, four games to one) and 2005 (defeating the Rockford Lightning three games to one). The Skyforce have also hosted the CBA All-Star Game three times: in 1996, 2000 and 2003. In 2006, the Skyforce joined the D-League. In their first two seasons in the D-League, they were playoff contenders. Since then, they have made the postseason just twice. In 2009, they suffered a 2-1 series loss in the first round to the Tulsa 66ers. In 2014, they fared a bit better, sweeping the Canton Charge in the first round before being swept by the eventual champion Fort Wayne Mad Ants in the semifinals. In 2016, the Skyforce won their first D-League championship, defeating the Los Angeles D-Fenders 2 games to 1. The Skyforce also finished the 2016 season 40-10, the winningest regular season record in D-League history. On June 10, 2013, the Miami Heat announced that they had entered into a single affiliation partnership with the Skyforce, beginning with the 2013â€“14 season. The Miami Heat signature red/yellow color scheme was adopted into the Skyforce's jerseys, logo, and merchandise following this announcement.",Agent,SportsTeam,BasketballTeam
"Sir David Wilson, 1st Baronet (4 April 1855 â€“ 8 March 1930) was a Scottish landowner and agriculturalist. Wilson was educated at the University of Glasgow, graduating MA and DSc. He was a working farmer and served on many agricultural committees, as well as on Stirlingshire County Council. He was created a Baronet in the 1920 New Year Honours for his services to Scottish agriculture.",Agent,BritishRoyalty,Baronet
"Henry E. Hudson (born July 24, 1947) is a United States federal judge on the United States District Court for the Eastern District of Virginia.",Agent,Person,Judge
"Dysart Castle is a castle ruins and property just outside Thomastown in County Kilkenny, Ireland. It is best known as the childhood home of George Berkeley, the Irish philosopher for whom Berkeley, California and the Trinity College Dublin Berkeley Library is named. The property is currently privately owned and the castle in urgent need of restoration. Located south of Thomastown, the site has held a medieval church, the castle, and other buildings. The castle and church property are situated low along the sharp curve of the River Nore. The church was originally adjoined to the castle but the properties were eventually separated by 21 ft. Dysart Castle was small and considered \""rudely built,\"" divided by a stone arch, with an access path in the second storey leading into the church. Dysart's lands and structures were granted to the Priory of Kells by founder Geoffrey fitz Robert in 1193. The charter suggests that it was known as Dysart of St. Mo-Colm-Ã?g, or Colman, meaning St. Colman was the patron of the place. The church and castle and surrounding property belonged to the Priory of Kells, until suppression in 1540. Accounts conflict over whether Berkeley was born at Dysart Castle in 1684; he was, however, raised on the grounds of Dysart, his family home which stood beside Dysart Castle. In the 2000s, with a summary report released in 2009, archaeologist Ben Murtaugh conducted an excavation of the area with the support of fund from the Royal Irish Academy. Ruins of three stone buildings remain above ground on the property and are situated next to or close to each other; four periods of activity were identified with the site. The first period related to the Early Medieval monastic site and church, associated with St. Colman. This included a primary stone church and graveyard, a round house, two cross slabs and Romanesque architectural fragments. In the second period, the site was an out farm or grange of the Augustinian Priory of Kells (c. 1200â€“1540). This included an extension to the church, the construction of a tower house and the later phases of the graveyard. The third period involved the post-medieval redevelopment of the site, following the abandonment of the graveyard for burials and the church for worship. The church appeared to have been converted into an outhouse or barn. Furthermore, a long dwelling house was constructed to the south of the tower house. In this third period, the place was the childhood home of philosopher George Berkeley (1685â€“1753). Due to degradation of structures, Dysart is now considered a romantic ruin. In April 2003, The Irish Times published an urgent appeal for assistance for restoration of Dysart Castle and cited the risk of \""imminent collapse\"" following the emergence of new cracks in the walls of the castle; previously conservation work had been conducted with the aid of Kilkenny County Council acting for the Department of the Environment and private efforts.",Place,Building,Castle
"The Brazilian Expeditionary Force or BEF (Portuguese: ForÃ§a ExpedicionÃ¡ria Brasileira; FEB) consisted of about 25,700 men and women arranged by the army and air force to fight alongside the Allied forces in the Mediterranean Theatre of World War II. This airâ€“land force consisted of (replacements included): a complete Infantry Division, a Liaison flight, and a Fighter squadron. It fought in Italy from September 1944 to May 1945, while the Brazilian Navy as well as the Air Force also acted in the Battle of the Atlantic from the middle of 1942 until the end of the war. During almost eight months of its campaign, fighting at Gothic Line and in the 1945 final offensive, the BEF managed to take 20,573 Axis prisoners, consisting of two generals, 892 officers, and 19,679 other ranks. Brazil was the only independent South American country to send ground troops to fight overseas, losing 948 men killed in action across all three services during the Second World War.",Agent,Organisation,MilitaryUnit
"The Canadian Baseball League was an independent minor league that operated in 2003. The league's only Commissioner was Major League Baseball Hall of Famer and Canadian Baseball Hall of Fame member Ferguson Jenkins. The league featured former major league players such as Francisco Cabrera, Floyd Youmans, Rich Butler, Steve Sinclair. The CBL was based in Vancouver, British Columbia. The championship trophy was the Jenkins Cup, named after the commissioner of the league, Ferguson Jenkins.",Agent,SportsLeague,BaseballLeague
"In Greek mythology, Homados was the personification of battle-noise. He is mentioned together with other personifications having to do with war. A figure similar to him is Kydoimos.",Agent,FictionalCharacter,MythologicalFigure
"Stuart Burrell \""Stu\"" Lantz (born July 13, 1946) is a retired American basketball player and the current television commentator for the Los Angeles Lakers of the National Basketball Association (NBA) on Time Warner Cable SportsNet. He has been the Lakers' color commentator since 1987, sharing the microphone with Chick Hearn, Paul Sunderland, Joel Meyers and now Bill Macdonald. Lantz has winning numerous awards for his work along the way. The Southern California Sports Broadcasters Association has named Lantz best radio commentator in six of the last seven years. Lantz played in the National Basketball Association from 1968 until 1976. He was drafted by the San Diego Rockets in the third round (1st Pick, 23rd Overall) of the 1968 NBA draft and by the Oakland Oaks in the 1968 ABA Draft after attending the University of Nebraska.",Agent,Athlete,BasketballPlayer
